inhabitant_id, height
1,182.527783791436
2,188.720477702473
3,186.007040820953
4,177.945998363457
5,167.71889345075
6,189.007715016857
7,192.12532589033
8,178.330001197286
9,180.787742778801
10,167.29415047951
11,173.112988916385
12,195.275046380255
13,168.155766992636
14,173.815376698414
15,176.33849974677
16,183.630578519296
17,188.613541686917
18,171.686032185924
19,180.481114165492
20,178.231012381083
21,183.769365925901
22,174.710846704356
23,191.024618633206
24,185.349987945998
25,179.926741279994
26,187.472174402457
27,179.944117025504
28,187.205569133949
29,169.940701132861
30,201.144434860232
31,185.48932932936
32,151.385452070711
33,188.106158541716
34,189.090832222981
35,166.877192891158
36,180.220423712001
37,183.673001314068
38,174.791979107653
39,175.245046400397
40,172.659084385572
41,201.374641571122
42,200.408855895195
43,173.507694307632
44,192.836142396722
45,182.331572253764
46,172.21111791175
47,185.114040396645
48,177.30353846944
49,175.482426599517
50,171.305922238172
51,177.597566456937
52,170.232454898785
53,179.987386873582
54,171.276815781348
55,172.863149118288
56,175.104588806223
57,179.79220946419
58,191.819548006736
59,169.777531285073
60,183.856499145968
61,178.343415589533
62,169.800259777472
63,183.122306196889
64,180.539370229926
65,190.084896991168
66,204.39732899726
67,195.813931110634
68,192.796549170271
69,187.395894577269
70,179.397659578163
71,171.108460380589
72,191.071843479848
73,177.893754660948
74,184.274828678708
75,165.558841885568
76,181.332387530764
77,174.016651358326
78,189.922548126299
79,183.83980131699
80,175.922290386802
81,173.245061745063
82,169.633817619462
83,177.321743107641
84,164.87720870281
85,176.855015031644
86,180.015962337674
87,173.044763539578
88,182.073273291683
89,170.890911366711
90,184.388934391198
91,183.393144666938
92,182.823386379288
93,177.273022585297
94,180.987393484808
95,159.941512598522
96,164.178230944181
97,182.974372974647
98,167.473458890691
99,179.46211984006
100,166.884254657854
101,186.964207783995
102,176.150750054274
103,180.838129406147
104,173.170924577524
105,200.343315282752
106,195.879150223068
107,165.361387814569
108,191.337765457406
109,194.116559880554
110,181.446234945632
111,182.464737823512
112,183.568349491477
113,178.324337875761
114,181.453503984958
115,192.850992231315
116,169.128609684512
117,171.147837146939
118,178.124653977489
119,170.959504156707
120,167.875534770809
121,174.990464574217
122,185.232062815832
123,189.304507369514
124,178.550191874671
125,181.904125944567
126,184.872325967876
127,181.404046273223
128,177.511877342305
129,170.350562591514
130,162.146025317916
131,172.426077135239
132,188.000558266021
133,182.698308616378
134,162.430240479919
135,167.63858167539
136,178.455589243747
137,182.894324460232
138,175.501938621821
139,201.810143721736
140,186.626377802042
141,170.407535080357
142,186.272907722968
143,177.957097245577
144,169.491905341176
145,182.411669547687
146,187.18544583848
147,188.801650357649
148,190.63969560003
149,161.020674484801
150,200.576680181964
151,179.960458123094
152,170.487462188769
153,176.12647823695
154,167.128000457315
155,170.072840476768
156,172.52879232246
157,184.50994793234
158,179.930626908393
159,182.906125199419
160,183.087515537958
161,185.665550503144
162,159.224178296269
163,190.828216981355
164,189.843710670472
165,160.84099128981
166,188.781219416606
167,164.828225008629
168,199.270338807776
169,177.37140947178
170,185.494684493965
171,178.327124403397
172,182.937810594682
173,186.610624889799
174,178.57759904296
175,178.82133310274
176,171.562926919861
177,176.804552879756
178,187.913927323598
179,186.690170381406
180,175.748811584448
181,198.74214783095
182,184.538134172409
183,196.318246824353
184,172.395560214067
185,185.185737842008
186,188.221392707916
187,181.227005468787
188,172.30479278065
189,173.20521091919
190,179.260820584206
191,187.025812127203
192,173.709828476377
193,171.821676258716
194,193.123953214622
195,178.535379976018
196,179.045421553807
197,192.131599001744
198,182.414396366723
199,176.839146556242
200,164.773410487652
201,202.414535722487
202,188.725397703694
203,172.932588597701
204,185.251389523973
205,182.269025894919
206,186.695548537746
207,172.291671483308
208,184.746476643629
209,179.308918707366
210,179.634507149204
211,178.986275702883
212,181.741775151883
213,171.257802592507
214,181.625486715523
215,174.242990456052
216,195.108847198094
217,194.368235536958
218,176.755491484078
219,177.472060923689
220,174.495728383169
221,172.394526879689
222,171.229571460385
223,183.615911664393
224,170.264586695509
225,183.019700021639
226,156.730550415749
227,195.009406927848
228,176.873932869177
229,187.761806373154
230,178.567887345886
231,162.259644333891
232,190.881287120927
233,191.210523638574
234,189.029353100573
235,176.64075726647
236,183.43768796336
237,199.888563043005
238,173.57640699818
239,190.619788616029
240,182.502512562629
241,174.696672548186
242,178.772831348187
243,188.692593331721
244,180.459385216735
245,184.352782132914
246,164.808377724154
247,182.150746721406
248,192.11596314432
249,181.077491509471
250,200.016278814612
251,184.897383885146
252,189.932411783423
253,170.578328936569
254,187.819229764434
255,175.814892268581
256,187.286402890874
257,178.211110262754
258,176.267371744039
259,196.595855859355
260,178.153781985792
261,179.405043109608
262,192.64328183976
263,186.464293960706
264,183.411146342092
265,178.992952713263
266,171.960244113731
267,173.228954269779
268,166.41035747188
269,186.96880472075
270,170.31348973695
271,168.071627838118
272,178.44016602974
273,168.934169762414
274,174.028584415214
275,172.796351372303
276,195.311033857021
277,164.559313138632
278,185.210530860459
279,169.148909126111
280,200.958167301166
281,188.703377455776
282,174.111524478871
283,192.528637502281
284,178.781426797938
285,166.925180928114
286,178.347539440998
287,172.945124631478
288,186.046185726995
289,174.734141910049
290,185.489719509033
291,180.763704999547
292,173.186447476266
293,170.104598865302
294,165.017510971031
295,168.847774654456
296,187.269211383555
297,195.176575212657
298,179.31942263682
299,192.68726348965
300,199.634891502856
301,187.071459236227
302,166.613297084524
303,169.351628474696
304,186.57851621088
305,182.935315989874
306,181.941844649669
307,188.574033405272
308,176.758897037248
309,174.566620189261
310,178.648796334503
311,166.851513560119
312,189.740204657636
313,182.712592826996
314,181.800561080454
315,171.05751615254
316,180.094444790112
317,174.126243805091
318,178.589729309442
319,170.76214212307
320,177.928134748173
321,169.600392189355
322,176.473856347464
323,177.579921502707
324,170.597637270197
325,170.121775426882
326,180.31223554746
327,188.113534796411
328,174.224741231102
329,179.284988403662
330,173.720096432222
331,171.508797066686
332,161.88793226301
333,198.516946297999
334,168.65295281225
335,184.441980463428
336,192.637954276242
337,184.151582386292
338,205.651808551984
339,183.740622993421
340,196.35021305915
341,187.798719512041
342,170.890465827668
343,160.504786928592
344,198.35923926589
345,191.536668803151
346,169.085655897167
347,195.743090512657
348,187.914497298078
349,187.235937291737
350,184.329114465858
351,162.954192016342
352,174.855311164772
353,176.554629575112
354,186.064599595567
355,182.794742627699
356,173.24826896215
357,177.472702260172
358,180.68580736216
359,167.656661997715
360,170.163204441937
361,161.678772610801
362,185.476854969355
363,176.94257584571
364,184.731002947676
365,176.625501752173
366,184.932936376591
367,190.938670425994
368,193.27794147484
369,173.79951535123
370,198.026433881891
371,174.226735427187
372,189.16767554829
373,178.412967361342
374,181.627041773373
375,179.363363313697
376,174.206987428208
377,183.821770745291
378,166.545802868672
379,163.053621072521
380,179.098542281019
381,154.494773974253
382,176.663989298365
383,193.828951579559
384,185.95748589508
385,169.194818822892
386,176.117190665403
387,173.543724381327
388,180.564949691883
389,179.419083695952
390,193.879243741131
391,183.553245538356
392,189.300518674358
393,202.190978346537
394,186.243547832071
395,191.325180634942
396,170.786208610543
397,170.739492746687
398,173.087321276793
399,172.866407518408
400,170.07615685199
401,167.567753851327
402,169.840019598292
403,189.180865410333
404,172.260311393966
405,165.401634431971
406,181.90454842538
407,165.528598163635
408,179.926889407942
409,187.279340097894
410,179.730199868089
411,170.007160203282
412,180.923317469031
413,176.857541592146
414,175.105006162321
415,191.473840382257
416,196.638235437898
417,190.18052073072
418,174.414455544919
419,173.276057827711
420,189.137923609387
421,187.374643030328
422,167.57761982184
423,195.468769047159
424,178.363125304235
425,166.970117020016
426,181.953721623734
427,183.398838338972
428,196.128643099419
429,191.316566526588
430,177.486318323134
431,190.850582386727
432,195.687359322766
433,181.569344019956
434,195.467396128308
435,175.860883398837
436,184.040773820119
437,191.452380542793
438,162.760115866966
439,177.23489970878
440,181.113816800781
441,182.8680358297
442,183.297954822689
443,172.823755767704
444,178.977012635237
445,184.361796208887
446,179.653232730468
447,173.781455823741
448,172.62500181741
449,176.671339200704
450,192.418249705507
451,164.700785891856
452,171.42427902045
453,188.921076181143
454,177.269668093601
455,179.613995643128
456,175.687782955087
457,185.10186915298
458,179.877499537642
459,184.13681620041
460,170.247924566247
461,195.551409773924
462,173.401290479654
463,181.576299001239
464,166.959912532909
465,163.956010543129
466,191.943916479392
467,191.405135195033
468,182.948372150197
469,197.521698942207
470,176.95521368809
471,191.842035373445
472,183.069602854743
473,185.746074265859
474,168.304262824353
475,172.052815406304
476,187.094378469745
477,183.797695893187
478,177.107593867271
479,186.53083632487
480,177.049585407837
481,196.674303774338
482,181.695891605942
483,176.745014622338
484,190.578501070507
485,183.345623618733
486,187.629756640196
487,191.70068963226
488,173.69707854963
489,176.878631990846
490,158.286182614518
491,205.506867820042
492,178.100178332151
493,178.020492481614
494,174.644771422432
495,181.292933649767
496,178.782025005064
497,189.374855709183
498,172.570813694243
499,167.032948037064
500,187.241754334146
501,174.973807526351
502,177.184660157974
503,186.746852285788
504,176.756984996156
505,176.304450722919
506,175.939880381877
507,172.726669894867
508,193.633628161753
509,178.242134888975
510,180.700568117692
511,182.880231997279
512,175.516068763064
513,182.528757247141
514,195.911431689496
515,191.207057248528
516,177.824313201824
517,170.825669606868
518,158.117612822775
519,170.550538309732
520,160.468631432947
521,174.613237268543
522,175.133231076146
523,182.643792772767
524,168.669426889731
525,181.563548515528
526,171.151050092947
527,192.233284808792
528,172.672337791683
529,163.63016441849
530,199.465381948505
531,180.818472470631
532,195.000362879373
533,168.727713147568
534,165.830423990956
535,170.667935429873
536,169.685355703363
537,193.148714256295
538,183.605921387847
539,163.825376253454
540,186.246551782684
541,177.299119555489
542,173.718520420905
543,184.460175311323
544,184.450547637414
545,183.846774479758
546,196.272371364305
547,183.496719844047
548,194.388135230949
549,184.452604237245
550,179.718948942754
551,188.532815439113
552,171.651912404214
553,174.461402806778
554,172.675739318592
555,188.366012607582
556,190.839474158268
557,181.014213784632
558,184.494777240111
559,188.363759867807
560,179.445512402835
561,176.758562505173
562,192.386887212176
563,191.203891161659
564,182.183472749096
565,185.403294536209
566,170.203034665808
567,186.983912577457
568,196.344815113536
569,184.492017009126
570,193.431957113534
571,175.140202561413
572,175.597007463453
573,173.483575695005
574,181.315216603212
575,179.553835100755
576,175.862604631362
577,180.002638409812
578,168.467158964648
579,179.020441517635
580,199.096799521836
581,191.639444755082
582,175.901825678521
583,186.439880168436
584,167.035805478582
